
#----------------------------------------------------
#TIMESTEP
#----------------------------------------------------

timestep	1

#----------------------------------------------------
#NPT RUN
#----------------------------------------------------

fix		fxnpt all npt temp 300 300 100 iso 1.0 1.0 1000.0

run		1000000
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 4.1
  ghost atom cutoff = 4.1
  binsize = 2.05 -> bins = 50 50 5
Memory usage per processor = 5.34324 Mbytes
Step Temp PotEng KinEng TotEng v_Fx v_Fy 
 7524000    172.13517   -25540.674    2019.0573   -23521.617 1.3500312e-13 4.9737992e-14 
 7525000    169.81291   -25514.064    1991.8184   -23522.246 -2.8421709e-14 2.6467717e-13 
 7526000    169.04729   -25505.819    1982.8381   -23522.981 9.9475983e-14 -1.1368684e-13 
 7527000     170.7055   -25526.329     2002.288   -23524.041 4.9027449e-13 -1.9184654e-13 
 7528000    169.88225   -25517.574    1992.6317   -23524.942 -1.3500312e-13 -6.0396133e-14 
 7529000    171.65011   -25539.158    2013.3679    -23525.79 1.4210855e-13 5.3645977e-13 
 7530000    167.77767   -25494.738    1967.9461   -23526.792 -7.8159701e-14 -1.9539925e-14 
 7531000      167.886   -25496.921    1969.2167   -23527.705 1.5454305e-13 1.9007018e-13 
 7532000    170.61643   -25529.817    2001.2433   -23528.574 -1.2523316e-13 -2.8421709e-14 
 7533000     171.2051   -25537.594    2008.1481   -23529.445 -2.9842795e-13 -2.1316282e-13 
 7534000    171.13728   -25537.583    2007.3526    -23530.23 -7.1054274e-14 1.6697754e-13 
 7535000    168.13412   -25503.489    1972.1271   -23531.362 1.8474111e-13 -2.7355895e-13 
 7536000    165.77347   -25476.579    1944.4378   -23532.141 3.5527137e-15 1.4210855e-13 
 7537000    169.96128   -25526.723    1993.5587   -23533.165 -1.7763568e-15 2.6645353e-13 
 7538000    168.82038   -25514.003    1980.1766   -23533.826 -1.030287e-13 1.7053026e-13 
 7539000    168.66732   -25513.084    1978.3812   -23534.703 5.3290705e-14 -1.563194e-13 
 7540000    169.09158   -25518.785    1983.3575   -23535.427 -2.1316282e-14 -8.5265128e-14 
 7541000    169.18041   -25520.538    1984.3995   -23536.139 -1.3500312e-13 3.5527137e-14 
 7542000    173.70947    -25574.36    2037.5231   -23536.837 7.1054274e-15 1.3855583e-13 
 7543000    166.29488   -25488.352    1950.5537   -23537.798 9.9475983e-14 1.1368684e-13 
 7544000    170.71393   -25541.114    2002.3869   -23538.727 -2.2026825e-13 1.4921397e-13 
 7545000    167.23009   -25500.998    1961.5232   -23539.475 -2.4868996e-14 -1.0125234e-13 
 7546000    168.15668    -25512.88    1972.3917   -23540.488 4.2632564e-14 -3.5882408e-13 
 7547000    169.94781   -25534.584    1993.4007   -23541.183 -1.7763568e-13 1.5276669e-13 
 7548000    170.08479   -25537.225    1995.0075   -23542.217 1.2079227e-13 -1.2789769e-13 
 7549000    164.51639   -25472.736    1929.6929   -23543.043 9.2370556e-14 2.5579538e-13 
 7550000    169.07847   -25527.293    1983.2038   -23544.089 2.1316282e-13 -9.5923269e-14 
 7551000    168.42304   -25520.391    1975.5159   -23544.875 -4.405365e-13 2.1671553e-13 
 7552000    164.43572   -25474.458    1928.7467   -23545.712 2.2737368e-13 -1.563194e-13 
 7553000    170.50215   -25547.023    1999.9028    -23547.12 2.1316282e-14 6.3948846e-14 
 7554000    170.33362   -25546.253    1997.9261   -23548.327 -1.2434498e-13 1.1013412e-13 
 7555000    166.88121   -25506.526     1957.431   -23549.095 2.2026825e-13 1.1723955e-13 
 7556000    169.03329   -25532.658    1982.6739   -23549.984 3.2862602e-13 -5.8797411e-13 
 7557000    167.41211   -25514.329    1963.6582   -23550.671 1.4921397e-13 3.1974423e-13 
 7558000    170.95476   -25556.863    2005.2118   -23551.651 -1.9184654e-13 -1.7763568e-13 
 7559000    169.77034   -25543.895     1991.319   -23552.576 -2.5224267e-13 7.1054274e-14 
 7560000    172.36638   -25575.248    2021.7693   -23553.479 -6.0396133e-14 1.7230661e-13 
 7561000    170.47559    -25553.77    1999.5914   -23554.178 -2.344791e-13 -2.0783375e-13 
 7562000    168.46392   -25530.841    1975.9954   -23554.846 -4.2632564e-14 7.8159701e-14 
 7563000    171.02826   -25561.554    2006.0738    -23555.48 -2.4158453e-13 -2.4868996e-13 
 7564000     171.1232   -25563.544    2007.1875   -23556.356 -1.4033219e-13 2.0961011e-13 
 7565000    167.52954   -25522.217    1965.0357   -23557.182 -3.4106051e-13 -3.0908609e-13 
 7566000    167.20966   -25519.148    1961.2836   -23557.865 -2.4868996e-13 -8.5265128e-14 
 7567000    172.41255   -25581.295    2022.3108   -23558.984 -7.1054274e-14 2.8421709e-14 
 7568000    167.45845   -25523.996    1964.2018   -23559.795 2.7533531e-13 -2.6645353e-13 
 7569000     167.5863   -25526.849    1965.7015   -23561.148 -2.5401903e-13 -3.1441516e-13 
 7570000    169.02101    -25544.56    1982.5298    -23562.03 3.5527137e-14 -3.0908609e-13 
 7571000    168.84433   -25543.563    1980.4574   -23563.105 -1.3500312e-13 -1.8474111e-13 
 7572000    170.72293   -25566.675    2002.4925   -23564.182 -1.8474111e-13 2.1316282e-13 
 7573000    167.69415     -25531.8    1966.9665   -23564.834 1.030287e-13 2.6290081e-13 
 7574000    169.18825   -25550.223    1984.4915   -23565.732 2.5579538e-13 1.8829382e-13 
 7575000    169.53627   -25555.209    1988.5736   -23566.635 5.5067062e-14 1.0658141e-14 
 7576000    167.61321   -25533.322     1966.017   -23567.305 -8.1712415e-14 -1.811884e-13 
 7577000    169.66288   -25558.134    1990.0587   -23568.075 -2.0605739e-13 1.1368684e-13 
 7578000    167.38565   -25531.992    1963.3479   -23568.644 2.7355895e-13 -3.5527137e-14 
 7579000    168.81383   -25549.935    1980.0997   -23569.835 -1.9895197e-13 1.4921397e-13 
 7580000    168.27051   -25544.621    1973.7268   -23570.894 7.8159701e-14 4.0856207e-13 
 7581000    172.83549   -25598.957    2027.2717   -23571.685 7.1054274e-15 8.5265128e-14 
 7582000    168.04555   -25543.553    1971.0881   -23572.465 2.7000624e-13 1.3500312e-13 
 7583000    167.00175   -25532.038     1958.845   -23573.193 3.0553338e-13 -2.4868996e-13 
 7584000    167.13357   -25534.212    1960.3911   -23573.821 -1.7053026e-13 1.2967405e-13 
 7585000    169.60418   -25564.183    1989.3701   -23574.813 -8.1712415e-14 -2.9132252e-13 
 7586000    165.29008    -25514.48    1938.7679   -23575.712 4.9737992e-14 -2.9842795e-13 
 7587000    167.53343   -25541.606    1965.0813   -23576.525 9.9475983e-14 -3.126388e-13 
 7588000     169.1948   -25562.081    1984.5683   -23577.512 2.5224267e-13 -4.9737992e-14 
 7589000    170.34442   -25576.506    1998.0528   -23578.454 -8.8817842e-14 -5.3290705e-14 
 7590000     165.2267   -25517.455    1938.0245   -23579.431 9.9475983e-14 4.2277293e-13 
 7591000    167.36699   -25543.559     1963.129    -23580.43 3.4283687e-13 -7.1054274e-15 
 7592000    167.85998    -25550.35    1968.9115   -23581.438 1.0658141e-13 -2.1316282e-14 
 7593000    167.92141   -25551.869    1969.6321   -23582.237 1.1013412e-13 2.7711167e-13 
 7594000    166.31776   -25534.121    1950.8221   -23583.298 1.1368684e-13 3.0908609e-13 
 7595000    170.07303   -25579.021    1994.8695   -23584.151 4.6185278e-14 -8.5265128e-14 
 7596000    167.80615   -25553.242    1968.2801   -23584.962 -2.1849189e-13 -1.2789769e-13 
 7597000    166.25935   -25536.345     1950.137   -23586.208 -8.5265128e-14 -4.4408921e-14 
 7598000    164.01598   -25511.115    1923.8234   -23587.292 7.1054274e-15 1.6697754e-13 
 7599000    168.97011    -25570.32    1981.9328   -23588.388 -1.110223e-13 2.0250468e-13 
 7600000    167.99448   -25559.853    1970.4891   -23589.364 6.750156e-14 -5.6843419e-14 
 7601000    167.52699   -25555.269    1965.0058   -23590.264 2.8599345e-13 -1.9539925e-13 
 7602000    169.62387   -25580.938     1989.601   -23591.337 6.750156e-14 2.4868996e-14 
 7603000    164.20079   -25517.992    1925.9911   -23592.001 1.6520119e-13 2.2737368e-13 
 7604000    166.48776   -25545.763    1952.8161   -23592.946 -7.1054274e-15 1.2434498e-13 
 7605000    166.21798   -25543.508    1949.6517   -23593.856 1.0658141e-13 1.5987212e-14 
 7606000    167.60083   -25560.859    1965.8718   -23594.987 4.938272e-13 -2.6645353e-14 
 7607000     168.8994   -25576.445    1981.1034   -23595.341 2.344791e-13 -3.5349501e-13 
 7608000    167.12168   -25556.078    1960.2517   -23595.826 3.907985e-13 -3.0553338e-13 
 7609000    167.20075   -25557.907    1961.1791   -23596.728 -7.1054274e-15 1.4210855e-14 
 7610000    167.58536   -25563.379    1965.6904   -23597.689 1.7763568e-13 1.030287e-13 
 7611000    166.37761   -25550.364    1951.5241    -23598.84 -5.186962e-13 1.3500312e-13 
 7612000    170.16773    -25595.74    1995.9803   -23599.759 -2.5224267e-13            0 
 7613000    166.65174   -25555.244    1954.7395   -23600.505 1.4210855e-14 -1.3322676e-13 
 7614000    168.97639   -25583.363    1982.0065   -23601.357 1.1368684e-13 2.8421709e-13 
 7615000    167.78834   -25570.665    1968.0712   -23602.594 -1.0658141e-13 -1.1901591e-13 
 7616000     166.6198   -25557.738    1954.3648   -23603.373 -8.5265128e-14 -9.9475983e-14 
 7617000     165.3795   -25543.858    1939.8168   -23604.041 3.375078e-13 2.7355895e-13 
 7618000    169.33443   -25591.322    1986.2061   -23605.116 -2.9842795e-13 5.3290705e-15 
 7619000    164.63686   -25536.897     1931.106   -23605.791 4.9737992e-13 2.8421709e-14 
 7620000    168.99132   -25588.776    1982.1816   -23606.595 3.4106051e-13 5.3290705e-14 
 7621000    164.94267   -25542.326     1934.693   -23607.633 5.6843419e-14 8.5265128e-14 
 7622000    167.39123   -25571.852    1963.4133   -23608.439 -1.3500312e-13 2.0961011e-13 
 7623000    165.68114   -25552.563    1943.3548   -23609.209 -9.0594199e-14 2.0250468e-13 
 7624000    169.46607   -25598.123    1987.7502   -23610.373 1.0658141e-14 -2.344791e-13 
 7625000    165.94168   -25557.572    1946.4108   -23611.161 1.563194e-13 -3.5527137e-13 
 7626000    169.23202   -25596.968    1985.0049   -23611.963 -7.8159701e-14 6.9277917e-14 
 7627000    166.49142   -25565.718     1952.859   -23612.859            0 -3.6948222e-13 
 7628000    169.54463   -25602.253    1988.6717   -23613.582 -1.3500312e-13 2.3803182e-13 
 7629000    168.07263   -25585.909    1971.4058   -23614.503 1.4921397e-13 -1.4921397e-13 
 7630000    165.49159   -25556.816    1941.1315   -23615.685 -1.6342483e-13 -1.5454305e-13 
 7631000    169.58199   -25606.128    1989.1099   -23617.018 1.3855583e-13 -2.8421709e-14 
 7632000    165.58543   -25559.943    1942.2322    -23617.71 9.5923269e-14 -8.6153307e-14 
 7633000    166.43516   -25570.624    1952.1991   -23618.425 8.5265128e-14 -4.9737992e-14 
 7634000    166.73569   -25575.292    1955.7242   -23619.568 2.3092639e-14 9.9475983e-14 
 7635000    166.97669   -25579.224     1958.551   -23620.673 1.3855583e-13 1.4210855e-13 
 7636000    169.08208   -25604.573    1983.2461   -23621.327 -1.7941204e-13 1.9184654e-13 
 7637000    164.20393   -25548.001     1926.028   -23621.973 3.1974423e-14 -2.6645353e-13 
 7638000    167.68368   -25589.823    1966.8436    -23622.98 -5.186962e-13 -3.5171865e-13 
 7639000    164.70748    -25555.76    1931.9343   -23623.826 -7.8159701e-14 -1.8474111e-13 
 7640000    166.20557    -25574.03    1949.5062   -23624.524 3.3395509e-13 -3.6681769e-13 
 7641000    165.02751   -25560.924    1935.6881   -23625.235 -2.4868996e-13 -2.1316282e-14 
 7642000    169.70073   -25616.865    1990.5026   -23626.363 -1.9184654e-13 2.5579538e-13 
 7643000     164.6902   -25559.447    1931.7317   -23627.715 2.9842795e-13 1.1013412e-13 
 7644000    167.17143   -25589.462    1960.8352   -23628.627 4.9737992e-14 9.9475983e-14 
 7645000    166.35032   -25580.636     1951.204   -23629.432 9.9475983e-14 -1.4210855e-14 
 7646000    165.81456   -25575.274    1944.9199   -23630.354 7.8159701e-14 -2.8421709e-14 
 7647000    167.45905   -25595.375    1964.2089   -23631.166 1.4921397e-13 1.563194e-13 
 7648000    168.31688   -25606.089    1974.2708   -23631.818 1.2789769e-13 -2.9132252e-13 
 7649000    165.45331   -25573.189    1940.6825   -23632.507 -1.6697754e-13 -1.2079227e-13 
 7650000    166.47471   -25585.983    1952.6631    -23633.32 -2.1316282e-14 -2.8776981e-13 
 7651000    164.73205   -25566.609    1932.2226   -23634.386 6.5725203e-14 -2.8421709e-14 
 7652000    165.62142   -25578.115    1942.6544   -23635.461 3.5527137e-14 7.8159701e-14 
 7653000    164.81069   -25569.572     1933.145   -23636.427 2.9665159e-13 9.4146912e-14 
 7654000    166.98558   -25596.233    1958.6552   -23637.578 -4.156675e-13 8.1712415e-14 
 7655000    167.03597   -25597.437    1959.2463   -23638.191 1.5809576e-13 -2.3803182e-13 
 7656000    166.88375   -25596.438    1957.4609   -23638.977 -1.4210855e-14 1.1368684e-13 
 7657000    166.36666   -25591.065    1951.3956   -23639.669 6.0396133e-14 1.2079227e-13 
 7658000    166.80459   -25596.867    1956.5324   -23640.335 1.030287e-13 8.5265128e-14 
 7659000    167.22465   -25602.224    1961.4595   -23640.764 -2.2026825e-13 -2.8421709e-13 
 7660000    166.30116   -25592.154    1950.6274   -23641.526 2.1316282e-14 -4.9737992e-14 
 7661000    167.72991   -25609.719    1967.3859   -23642.333 8.5265128e-14 1.4210855e-13 
 7662000    167.83831   -25612.215    1968.6574   -23643.558 -4.9737992e-14 2.220446e-14 
 7663000    164.55911   -25574.523     1930.194   -23644.329 -4.2632564e-14 -2.1316282e-14 
 7664000     165.7368   -25589.383    1944.0078   -23645.376 -1.9539925e-14 3.0198066e-14 
 7665000    163.24894   -25560.955    1914.8265   -23646.128 1.2434498e-13 7.8159701e-14 
 7666000    162.83647   -25556.827    1909.9883   -23646.838 -8.1712415e-14 2.5046631e-13 
 7667000    165.37571   -25587.561    1939.7723   -23647.789 3.4106051e-13 9.5923269e-14 
 7668000    167.21604   -25610.106    1961.3585   -23648.747 -4.7961635e-13 2.1316282e-14 
 7669000    164.90581   -25583.699    1934.2607   -23649.438 -2.7533531e-13 2.593481e-13 
 7670000    161.55955   -25545.494    1895.0108   -23650.484 -4.1211479e-13 1.5454305e-13 
 7671000    164.16527   -25577.054    1925.5745   -23651.479 1.563194e-13 -2.4868996e-13 
 7672000    163.98558   -25575.842    1923.4668   -23652.376 -2.7355895e-13 2.1316282e-14 
 7673000    164.68954   -25584.864    1931.7239    -23653.14 2.5579538e-13 1.8296475e-13 
 7674000    164.96859    -25589.23     1934.997   -23654.233 -7.1054274e-15 -1.2434498e-13 
 7675000    163.89109   -25577.413    1922.3585   -23655.054 1.2789769e-13 3.2152059e-13 
 7676000    162.87518   -25566.309    1910.4424   -23655.867 2.9842795e-13 -6.3948846e-14 
 7677000    166.69682   -25611.876    1955.2682   -23656.608 -1.0658141e-13 -5.6843419e-14 
 7678000     165.8638   -25603.089    1945.4973   -23657.591 1.6342483e-13 5.7909233e-13 
 7679000    165.57176   -25600.771    1942.0719   -23658.699 3.0553338e-13 -4.8316906e-13 
 7680000    164.11429   -25584.778    1924.9765   -23659.801 -3.1974423e-13 2.3092639e-14 
 7681000    165.62748   -25603.363    1942.7254   -23660.637 -1.0658141e-13 6.750156e-14 
 7682000    164.49319   -25590.907    1929.4208   -23661.486 -2.0605739e-13 2.4868996e-14 
 7683000    163.20502    -25576.57    1914.3113   -23662.259 8.5265128e-14 4.2632564e-14 
 7684000    162.88039    -25573.19    1910.5034   -23662.686 7.1054274e-15 1.1191048e-13 
 7685000    163.65686   -25583.395    1919.6111   -23663.784 -7.1054274e-15 -5.3290705e-14 
 7686000    163.44074   -25581.499    1917.0761   -23664.423 -1.4566126e-13 9.5923269e-14 
 7687000    164.34261   -25593.018    1927.6546   -23665.363 4.7961635e-13 -2.5579538e-13 
 7688000     164.0304    -25590.43    1923.9925   -23666.437 4.6185278e-14 5.4001248e-13 
 7689000    165.59077   -25609.404    1942.2949   -23667.109 6.750156e-14 -1.030287e-13 
 7690000     164.7675   -25600.568    1932.6384    -23667.93 3.5527137e-13 1.9539925e-13 
 7691000    163.30862    -25584.26    1915.5264   -23668.734 -1.4210855e-14 -8.5265128e-14 
 7692000    165.35184   -25608.994    1939.4923   -23669.502 2.2382096e-13 2.8244074e-13 
 7693000     162.4527   -25576.096    1905.4869   -23670.609 -6.3948846e-14 5.3290705e-14 
 7694000    164.98715   -25606.754    1935.2147   -23671.539 -1.1013412e-13 3.2684966e-13 
 7695000    164.02522   -25596.415    1923.9318   -23672.484 -4.2632564e-14 1.4210855e-13 
 7696000    162.77698   -25582.756    1909.2906   -23673.465 1.3322676e-13 -4.2632564e-14 
 7697000    164.40071   -25602.872    1928.3361   -23674.536 1.2967405e-13 -1.3145041e-13 
 7698000    165.24121   -25613.947    1938.1947   -23675.752 2.1316282e-13 -1.7763568e-13 
 7699000    167.07243   -25636.026     1959.674   -23676.352 3.0553338e-13 -3.907985e-14 
 7700000    166.21823   -25627.064    1949.6547   -23677.409 -1.4210855e-14 1.8829382e-13 
 7701000    165.10244   -25614.807     1936.567    -23678.24 -1.7763568e-14 5.2047255e-13 
 7702000    162.51532    -25585.53    1906.2215   -23679.308 -1.7763568e-14 3.907985e-14 
 7703000    166.28321   -25630.499    1950.4168   -23680.082 -2.8066438e-13 -3.3395509e-13 
 7704000    163.55212   -25599.426    1918.3826   -23681.044 -4.9737992e-14 -1.3500312e-13 
 7705000    162.58337   -25588.896    1907.0196   -23681.877 -9.9475983e-14 1.438849e-13 
 7706000    164.43689   -25611.214    1928.7605   -23682.453 -1.0125234e-13 -1.9184654e-13 
 7707000    165.59533   -25625.746    1942.3483   -23683.398 -4.0145665e-13 2.7000624e-13 
 7708000    163.98041   -25607.623    1923.4061   -23684.217 4.0856207e-14 1.3855583e-13 
 7709000    164.61334   -25615.875    1930.8301   -23685.045 -3.1974423e-13 1.0480505e-13 
 7710000    162.67742   -25593.698    1908.1228   -23685.575 -1.030287e-13 -1.2079227e-13 
 7711000    162.91352   -25597.349    1910.8921   -23686.457 -7.6383344e-14 2.0250468e-13 
 7712000    164.10188   -25612.099    1924.8309   -23687.268 3.5171865e-13 2.4868996e-14 
 7713000    165.40144   -25628.393    1940.0742   -23688.319 5.8264504e-13 -5.0093263e-13 
 7714000    164.76138   -25621.511    1932.5666   -23688.944 -2.4158453e-13 -1.5276669e-13 
 7715000    165.77169   -25634.567     1944.417    -23690.15 3.8369308e-13 -3.250733e-13 
 7716000      164.857   -25624.487    1933.6882   -23690.798 -8.5265128e-14 8.8817842e-14 
 7717000    162.84702   -25601.679    1910.1121   -23691.566 -1.1368684e-13 1.6164847e-13 
 7718000    165.98633   -25639.131    1946.9345   -23692.197 -1.2789769e-13 -1.0658141e-13 
 7719000    166.66502   -25647.821    1954.8953   -23692.926 -1.5276669e-13 2.1316282e-14 
 7720000    163.26193   -25608.962    1914.9787   -23693.984 6.3948846e-14 -7.8159701e-14 
 7721000    164.06615   -25619.434    1924.4119   -23695.022 7.9936058e-15 -1.7408297e-13 
 7722000    162.24631   -25599.036    1903.0661    -23695.97 1.3855583e-13 2.8954616e-13 
 7723000    162.00902   -25597.138    1900.2828   -23696.855 1.9895197e-13 -2.4868996e-13 
 7724000    164.44796   -25626.909    1928.8903   -23698.019 1.5987212e-14 1.7053026e-13 
 7725000    167.70535   -25666.229    1967.0978   -23699.131 -9.9475983e-14 1.0658141e-13 
 7726000    165.98912   -25646.923    1946.9673   -23699.956 8.8817842e-15 -2.1316282e-14 
 7727000    165.21623   -25639.006    1937.9017   -23701.104 1.0658141e-14 1.1368684e-13 
 7728000    164.97632   -25637.173    1935.0877   -23702.085 -2.1316282e-13 -1.687539e-13 
 7729000    164.20586   -25629.129    1926.0506   -23703.078 -3.8546943e-13 -4.2454928e-13 
 7730000     164.3414   -25631.747    1927.6404   -23704.106 -1.3855583e-13 -1.4921397e-13 
 7731000    167.07756   -25664.778    1959.7342   -23705.044 -1.1368684e-13 1.0658141e-13 
 7732000    163.40901   -25622.448    1916.7039   -23705.744 -2.5579538e-13            0 
 7733000    161.21116   -25597.673    1890.9243   -23706.748 2.1316282e-14 -4.5830006e-13 
 7734000    164.24036   -25633.963    1926.4553   -23707.507 1.7408297e-13 -1.030287e-13 
 7735000    164.75831   -25641.393    1932.5305   -23708.862 -1.2079227e-13 1.4921397e-13 
 7736000    164.05357   -25633.874    1924.2643    -23709.61 -3.9790393e-13 1.3145041e-13 
 7737000    165.04138   -25646.177    1935.8508   -23710.327 1.563194e-13 3.5527137e-13 
 7738000    162.95162    -25622.56     1911.339   -23711.221 4.2632564e-14 -9.9475983e-14 
 7739000    159.56011   -25583.843    1871.5584   -23712.284 -2.8421709e-14 -3.5527137e-14 
 7740000    163.12928   -25626.378    1913.4229   -23712.955 4.9737992e-14 9.2370556e-14 
 7741000    164.40667   -25642.072     1928.406   -23713.666 -1.0658141e-14 -4.2632564e-14 
 7742000    162.12369   -25616.336    1901.6278   -23714.709 -1.6342483e-13 -7.8159701e-14 
 7743000    161.33235   -25608.178    1892.3458   -23715.832 4.7783999e-13 3.2684966e-13 
 7744000    162.64542   -25624.365    1907.7474   -23716.617 1.7053026e-13 1.5987212e-13 
 7745000    162.95317   -25629.327    1911.3571    -23717.97 -1.2789769e-13 -3.0553338e-13 
 7746000    161.50732   -25613.245    1894.3981   -23718.847 -1.6342483e-13 -1.0658141e-14 
 7747000    166.18135   -25669.266    1949.2221   -23720.044 7.9936058e-14 -2.4513724e-13 
 7748000    164.60135   -25651.512    1930.6894   -23720.822 -1.5454305e-13 -2.3803182e-13 
 7749000    163.49707    -25639.46    1917.7368   -23721.723 -8.5265128e-14 -2.7711167e-13 
 7750000    164.87087   -25656.377    1933.8508   -23722.526 -3.0908609e-13 5.1514348e-13 
 7751000    162.15083   -25625.543    1901.9461   -23723.597 1.7763568e-14 1.1368684e-13 
 7752000    162.82052   -25634.347    1909.8013   -23724.545 -1.030287e-13 -1.9007018e-13 
 7753000    166.93667   -25683.542    1958.0816    -23725.46 -1.5099033e-13 -9.5923269e-14 
 7754000    161.10027   -25615.724    1889.6236     -23726.1 1.4921397e-13 1.5987212e-13 
 7755000    165.06642   -25663.141    1936.1446   -23726.997 -7.8159701e-14 -1.8829382e-13 
 7756000    164.32182   -25655.146    1927.4108   -23727.735 -1.4210855e-14 1.5454305e-13 
 7757000    163.39971   -25645.168    1916.5949   -23728.573 7.1054274e-14 -1.9184654e-13 
 7758000    163.19217   -25643.905    1914.1605   -23729.745 2.7533531e-13 4.9737992e-14 
 7759000    163.36464   -25646.633    1916.1835   -23730.449 -7.1054274e-14 1.7763568e-13 
 7760000    165.29344   -25670.221    1938.8074   -23731.413 4.6185278e-14 1.563194e-13 
 7761000    160.62533   -25616.327    1884.0528   -23732.275 2.5579538e-13 3.5349501e-13 
 7762000    164.04127   -25657.359    1924.1201   -23733.239 1.7763568e-14 7.1054274e-15 
 7763000    163.07995   -25646.749    1912.8443   -23733.905 2.4868996e-14 4.5474735e-13 
 7764000    162.53327   -25641.212    1906.4319    -23734.78 7.1054274e-15 -1.4566126e-13 
 7765000    163.86507   -25657.636    1922.0532   -23735.582 4.6895821e-13 8.8817842e-14 
 7766000    162.96048   -25648.071    1911.4429   -23736.628 1.4210855e-13 8.5265128e-14 
 7767000    163.17573   -25651.205    1913.9677   -23737.238 8.5265128e-14 -1.1723955e-13 
 7768000    162.80967   -25647.557     1909.674   -23737.883 1.7053026e-13 9.2370556e-14 
 7769000    163.66162   -25658.393     1919.667   -23738.726 7.1054274e-14 -3.5527137e-15 
 7770000     162.7721   -25648.935    1909.2333   -23739.702 -1.4566126e-13 7.1054274e-15 
 7771000    164.68342   -25672.237    1931.6521   -23740.585 -3.5527137e-14 -7.4606987e-14 
 7772000    165.25422   -25679.715    1938.3473   -23741.368 -1.2789769e-13 8.8817842e-15 
 7773000    160.00103   -25618.984    1876.7301   -23742.254 9.9475983e-14 -1.4921397e-13 
 7774000    161.66458   -25639.311    1896.2427   -23743.068 2.0605739e-13 -8.5265128e-14 
 7775000      162.015   -25644.316     1900.353   -23743.964 -9.5923269e-14 -2.344791e-13 
 7776000    160.13361   -25623.447    1878.2852   -23745.162 -7.8159701e-14 -5.3290705e-14 
 7777000    162.92482   -25657.186    1911.0247   -23746.161 7.4606987e-14 -1.6342483e-13 
 7778000    164.56469   -25677.677    1930.2595   -23747.417 3.2684966e-13 -1.6342483e-13 
 7779000    162.82393   -25657.976    1909.8413   -23748.134 -4.2632564e-14 8.5265128e-14 
 7780000    163.98652   -25672.491    1923.4779   -23749.013 4.4408921e-15 5.3290705e-13 
 7781000    161.19425   -25640.629    1890.7259   -23749.903 -5.7909233e-13 -1.563194e-13 
 7782000    163.24908   -25665.615    1914.8281   -23750.787 2.9487524e-13 -2.1671553e-13 
 7783000    163.00279   -25663.718    1911.9392   -23751.779 2.1316282e-13 -7.1054274e-14 
 7784000     159.6793   -25625.778    1872.9564   -23752.821 1.8829382e-13 -7.1054274e-15 
 7785000    163.58632   -25672.462    1918.7837   -23753.678 2.6290081e-13 -5.062617e-14 
 7786000    163.62872   -25673.746     1919.281   -23754.465 -1.8474111e-13 -2.593481e-13 
 7787000    163.27392   -25670.565    1915.1194   -23755.446 -2.7711167e-13 6.750156e-14 
 7788000    161.35829   -25649.199    1892.6501   -23756.548 -1.6697754e-13 -8.1712415e-14 
 7789000    163.15056    -25670.72    1913.6724   -23757.048 -2.0605739e-13 -1.4210855e-14 
 7790000    163.29768   -25673.355    1915.3981   -23757.957 -3.1974423e-14 -3.5527137e-15 
 7791000    162.19568    -25661.17    1902.4722   -23758.698 2.1316282e-14 -2.5224267e-13 
 7792000    163.98894   -25683.174    1923.5062   -23759.667 -1.6342483e-13 1.8474111e-13 
 7793000    164.55996   -25690.534     1930.204    -23760.33 -2.9132252e-13 8.5265128e-14 
 7794000    162.01889   -25661.877    1900.3986   -23761.479 -1.9184654e-13 -1.5987212e-13 
 7795000    160.76497    -25647.74    1885.6908   -23762.049 -1.5809576e-13 -2.8421709e-13 
 7796000    162.86456   -25673.435    1910.3179   -23763.118 -1.2434498e-13 -7.1054274e-15 
 7797000    159.21899   -25631.301    1867.5571   -23763.744 -3.4106051e-13 -5.0448534e-13 
 7798000    161.82308   -25662.693    1898.1018   -23764.591 -2.2737368e-13 -3.6060044e-13 
 7799000    161.68715   -25661.808    1896.5074   -23765.301 -3.907985e-14 -2.344791e-13 
 7800000    161.83993   -25664.829    1898.2995   -23766.529 -4.4408921e-13 -1.030287e-13 
 7801000    161.68352   -25663.634    1896.4648   -23767.169 2.1138646e-13 4.2277293e-13 
 7802000    163.34648    -25684.13    1915.9705    -23768.16 2.2026825e-13 -1.4921397e-13 
 7803000    164.17914   -25695.001    1925.7371   -23769.263 -1.3500312e-13 -1.0658141e-13 
 7804000    162.24295   -25673.352    1903.0267   -23770.325 1.6697754e-13 -2.2026825e-13 
 7805000    163.26744   -25686.415    1915.0434   -23771.372 1.9539925e-13 -2.8421709e-14 
 7806000    163.35585   -25688.008    1916.0804   -23771.927 2.1316282e-14 1.7053026e-13 
 7807000    164.80025    -25705.75    1933.0225   -23772.727 1.5987212e-14 2.9132252e-13 
 7808000       162.16   -25675.737    1902.0537   -23773.684 1.5809576e-13 -9.2370556e-14 
 7809000    162.26224   -25678.153    1903.2529     -23774.9 -9.2370556e-14 3.2329694e-13 
 7810000    161.64805   -25672.174    1896.0488   -23776.125 -1.8829382e-13 3.2329694e-13 
 7811000    160.93342   -25664.806    1887.6665   -23777.139 8.5265128e-14 -2.4158453e-13 
