
#----------------------------------------------------
#TIMESTEP
#----------------------------------------------------

timestep	1

#----------------------------------------------------
#NPT RUN
#----------------------------------------------------

fix		fxnpt all npt temp 300 300 100 iso 1.0 1.0 1000.0

run		1000000
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 4.1
  ghost atom cutoff = 4.1
  binsize = 2.05 -> bins = 50 50 5
Memory usage per processor = 5.34324 Mbytes
Step Temp PotEng KinEng TotEng v_Fx v_Fy 
 1444000    298.97099   -20873.893    3506.7765   -17367.116 2.8421709e-14 1.2789769e-13 
 1445000    304.17829   -20829.833    3567.8554   -17261.978 2.7000624e-13 2.1316282e-14 
 1446000    294.35745   -20898.183     3452.662   -17445.521 -2.1316282e-13 3.4638958e-13 
 1447000     304.6005    -20751.23    3572.8077   -17178.423 3.9790393e-13 1.9184654e-13 
 1448000    302.65101   -20826.957    3549.9413   -17277.015 -7.1054274e-14 -1.6342483e-13 
 1449000    300.03569   -20959.913    3519.2649   -17440.648 2.8421709e-14 -4.6185278e-14 
 1450000    295.13521   -20870.489    3461.7848   -17408.704 -1.110223e-13 1.4033219e-13 
 1451000    296.75703    -20921.31    3480.8079   -17440.502 -3.6948222e-13 -1.1013412e-13 
 1452000    301.58905   -20950.018    3537.4851   -17412.533 1.2434498e-13 4.9737992e-14 
 1453000     303.2108   -20958.613    3556.5073   -17402.106 -1.3855583e-13 1.030287e-13 
 1454000    298.30094   -20915.888    3498.9172   -17416.971 -1.4210855e-14 -2.4158453e-13 
 1455000     295.7072   -20883.805    3468.4939   -17415.311 4.6185278e-14 3.5527137e-15 
 1456000    292.87435    -20779.39     3435.266   -17344.124 2.7000624e-13 4.0500936e-13 
 1457000    300.82013    -20869.67    3528.4659   -17341.204 -1.5276669e-13 5.3645977e-13 
 1458000    305.36961   -20931.489     3581.829    -17349.66 7.1054274e-15 -1.7763568e-14 
 1459000    301.24559    -20824.98    3533.4564   -17291.524 1.563194e-13 1.4921397e-13 
 1460000    303.24692   -20796.785     3556.931   -17239.854 2.2737368e-13 -5.1247895e-13 
 1461000    298.26885   -20927.662    3498.5407   -17429.122 -1.7763568e-14 2.4158453e-13 
 1462000    298.43547   -20948.526    3500.4951   -17448.031 -2.7355895e-13 1.8651747e-14 
 1463000    296.20832   -20972.712    3474.3718   -17498.341 -2.5579538e-13 1.6342483e-13 
 1464000    301.16885   -20832.206    3532.5563    -17299.65 1.9895197e-13 1.976197e-13 
 1465000    301.53097   -20878.225    3536.8038   -17341.422 -1.7763568e-13 1.6342483e-13 
 1466000    299.24834   -20885.541    3510.0297   -17375.511 -7.1054274e-15 7.1054274e-14 
 1467000    302.56831   -20943.638    3548.9712   -17394.667            0 1.4210855e-13 
 1468000    292.37918   -20876.368     3429.458    -17446.91 -2.8421709e-13 1.8474111e-13 
 1469000    296.74726   -20852.815    3480.6933   -17372.122 5.6843419e-14 -1.1191048e-13 
 1470000    298.63422   -20906.961    3502.8264   -17404.135 7.9936058e-14 3.8369308e-13 
 1471000    297.99221   -20766.834    3495.2959   -17271.538 -1.4566126e-13 2.5757174e-14 
 1472000    295.65606   -21000.796    3467.8941   -17532.901 -4.7961635e-14 2.7711167e-13 
 1473000     306.5799     -20938.1    3596.0252   -17342.075 4.9737992e-14 -1.811884e-13 
 1474000     301.0885   -20906.382    3531.6138   -17374.769 -3.5527137e-15 2.344791e-13 
 1475000    304.97953   -20847.723    3577.2535    -17270.47 -1.4210855e-13 -1.030287e-13 
 1476000    300.58594   -20886.381    3525.7191   -17360.662 -4.9737992e-14 2.2737368e-13 
 1477000    299.96199   -20878.145    3518.4005   -17359.745 7.1054274e-14 -1.0658141e-14 
 1478000     304.8699   -20772.943    3575.9676   -17196.976 -8.5265128e-14 2.1493918e-13 
 1479000    292.88521   -20894.723    3435.3934    -17459.33 -8.5265128e-14 1.9895197e-13 
 1480000    301.32097   -20863.591    3534.3405    -17329.25 -3.8369308e-13 -8.5265128e-14 
 1481000     301.3837   -20904.465    3535.0764   -17369.389 -3.2684966e-13 -3.907985e-14 
 1482000    299.28328    -20827.05    3510.4396   -17316.611 -5.6843419e-14 -3.5527137e-15 
 1483000    299.53028   -20729.701    3513.3367   -17216.364 -6.3948846e-14 1.2789769e-13 
 1484000    299.87395   -20977.913    3517.3678   -17460.545 -1.4921397e-13 3.5527137e-15 
 1485000    299.49775   -20802.186    3512.9551   -17289.231 4.9737992e-14 -3.5260683e-13 
 1486000    294.98028   -20840.832    3459.9676   -17380.864 7.1054274e-15 2.1316282e-13 
 1487000    294.40591   -20865.422    3453.2305   -17412.192 -5.6843419e-14 9.2370556e-14 
 1488000    304.12371   -20855.524    3567.2153   -17288.309 -3.126388e-13 7.8159701e-14 
 1489000    296.17508   -20931.167    3473.9819   -17457.185 3.5527137e-15 -2.4158453e-13 
 1490000    297.74665     -20976.9    3492.4156   -17484.485 4.8849813e-14 -2.593481e-13 
 1491000    300.92018   -20874.934    3529.6395   -17345.295 1.3145041e-13 -4.405365e-13 
 1492000    301.91692   -20867.093    3541.3307   -17325.763 -2.7355895e-13 8.8817842e-15 
 1493000    300.60368   -20851.514    3525.9272   -17325.587 -5.0448534e-13 8.3488771e-14 
 1494000    298.90785   -20853.828     3506.036   -17347.792 -1.5987212e-13 -7.1054274e-15 
 1495000    303.52017   -20829.467    3560.1361   -17269.331 1.0658141e-13 1.4566126e-13 
 1496000    295.80767   -20935.767    3469.6724   -17466.095 -3.4106051e-13 2.1849189e-13 
 1497000    300.09761   -20820.744    3519.9912   -17300.753 -9.7699626e-14 -2.344791e-13 
 1498000    299.28092   -20836.986    3510.4119   -17326.574 4.2632564e-14 -1.9895197e-13 
 1499000    293.11692   -20893.502    3438.1113   -17455.391 4.2277293e-13 2.5579538e-13 
 1500000    298.52636   -20773.298    3501.5612   -17271.736 -4.0678572e-13 7.1054274e-15 
 1501000    289.12029   -21034.646    3391.2328   -17643.414 -4.2632564e-14 7.1054274e-14 
 1502000     301.0074   -21039.484    3530.6625   -17508.821 -4.6185278e-14 3.5349501e-13 
 1503000    295.29507   -20961.778    3463.6599   -17498.118 4.5474735e-13 1.4210855e-14 
 1504000    297.72255   -21027.825    3492.1329   -17535.693 1.9895197e-13 2.2737368e-13 
 1505000    296.62245   -20870.089    3479.2293    -17390.86 -1.7763568e-14 -2.2737368e-13 
 1506000    293.94337   -20876.756    3447.8051   -17428.951 -2.717826e-13 -2.5579538e-13 
 1507000    299.55773   -20954.118    3513.6587   -17440.459 7.4606987e-14 -1.1368684e-13 
 1508000    300.80387   -20965.047    3528.2753   -17436.772 -2.4158453e-13 -2.4868996e-14 
 1509000    297.43721   -20997.668    3488.7861   -17508.882 -2.6290081e-13 -7.1054274e-15 
 1510000    301.23537   -21099.134    3533.3366   -17565.798 -3.8014036e-13 2.8066438e-13 
 1511000    302.99071   -21041.386    3553.9257   -17487.461 1.4210855e-14 3.6948222e-13 
 1512000    299.78929   -21010.103    3516.3747   -17493.728 7.1054274e-14 -7.1054274e-15 
 1513000    309.45155   -20925.833    3629.7081   -17296.124 -2.1316282e-13 -3.3395509e-13 
 1514000    299.70428   -20957.328    3515.3776    -17441.95 -1.8474111e-13 3.7658765e-13 
 1515000    298.51821   -21013.512    3501.4657   -17512.046 -1.5276669e-13 -1.4210855e-14 
 1516000    299.51486   -20783.577    3513.1558   -17270.421 -2.7355895e-13 2.1316282e-14 
 1517000    299.68644   -20798.969    3515.1684     -17283.8 7.1054274e-14 -6.3948846e-14 
 1518000    300.27468   -20765.452    3522.0681   -17243.383 -7.1054274e-15 1.9184654e-13 
 1519000    305.98136   -20955.286    3589.0046   -17366.281 -1.2079227e-13 -8.8817842e-14 
 1520000    303.49116   -20879.319    3559.7958   -17319.523 1.563194e-13 -1.2256862e-13 
 1521000    297.46435   -20916.385    3489.1044   -17427.281 -7.1054274e-15 -1.2789769e-13 
 1522000    302.56802    -20869.41    3548.9678   -17320.442 2.344791e-13 -4.2632564e-14 
 1523000    295.44637   -20940.267    3465.4345   -17474.833 4.9737992e-14 1.8474111e-13 
 1524000    299.89396   -20839.818    3517.6024   -17322.215 -2.4868996e-13 2.6290081e-13 
 1525000    308.56175   -20974.191    3619.2712    -17354.92 2.2026825e-13 1.563194e-13 
 1526000    300.81819   -20893.039    3528.4433   -17364.596 1.9007018e-13 9.9475983e-14 
 1527000    303.81382   -21102.057    3563.5804   -17538.477 1.9895197e-13 -3.5527137e-14 
 1528000    303.35578   -20880.114    3558.2078   -17321.907 -4.2632564e-14 -2.4868996e-13 
 1529000    297.70961   -20824.281    3491.9811     -17332.3 5.3290705e-14 -9.5923269e-14 
 1530000    298.08013   -20850.511    3496.3272   -17354.184 -4.0856207e-14 7.8159701e-14 
 1531000    297.93845   -20960.325    3494.6653    -17465.66 9.2370556e-14 -3.5527137e-14 
 1532000    296.04276    -20861.43    3472.4299       -17389 -1.9184654e-13 -1.9184654e-13 
 1533000    297.26167    -20868.33     3486.727   -17381.603 -7.1054274e-15 4.1922021e-13 
 1534000    302.33449   -20843.021    3546.2286   -17296.792 7.1054274e-14 -5.6843419e-14 
 1535000    299.03372   -20900.201    3507.5123   -17392.689 -5.6843419e-14 7.1054274e-14 
 1536000    304.27173   -20842.642    3568.9515   -17273.691 1.9539925e-13 4.2277293e-13 
 1537000    296.02213   -20938.303    3472.1879   -17466.115 7.1054274e-14 1.8296475e-13 
 1538000    292.98677   -20969.661    3436.5846   -17533.077 -1.563194e-13 1.0658141e-13 
 1539000    299.11208   -20855.744    3508.4315   -17347.312 6.3948846e-14 8.1712415e-14 
 1540000       300.66   -20817.698    3526.5877   -17291.111            0 1.7763568e-13 
 1541000    305.28749   -20919.641    3580.8658   -17338.775 3.6948222e-13 -7.1054274e-15 
 1542000    298.88996   -20942.561     3505.826   -17436.735 -4.2632564e-14 5.6843419e-14 
 1543000    294.41026   -21010.382    3453.2815     -17557.1 2.7711167e-13 -1.4921397e-13 
 1544000    301.54529   -20904.067    3536.9717   -17367.095 -1.9895197e-13 1.7053026e-13 
 1545000    297.19334   -20959.878    3485.9256   -17473.953 -9.9475983e-14 3.5527137e-14 
 1546000    293.80228   -20847.989    3446.1502   -17401.839 -5.6843419e-14 7.4606987e-14 
 1547000    299.00681    -20698.89    3507.1967   -17191.693 1.9895197e-13            0 
 1548000    296.33465   -20881.427    3475.8536   -17405.574 -1.5987212e-13 -1.7763568e-13 
 1549000    299.56509    -21000.99     3513.745   -17487.245 -4.2632564e-14 2.8954616e-13 
 1550000    302.45128   -20881.887    3547.5986   -17334.288 -6.3948846e-14 7.4606987e-14 
 1551000    298.16298   -20951.647     3497.299   -17454.348 1.4210855e-13 -5.5422333e-13 
 1552000    304.71617   -20955.875    3574.1645   -17381.711 -1.7408297e-13 -1.1191048e-13 
 1553000    303.32371   -20866.842    3557.8317    -17309.01 7.1054274e-14 7.1054274e-15 
 1554000     297.1262   -20893.107     3485.138   -17407.969 1.1723955e-13            0 
 1555000    303.52653   -20877.007    3560.2107   -17316.796 2.4158453e-13 -7.1054274e-14 
 1556000    295.68487   -21068.773    3468.2319   -17600.541 -8.5265128e-14 3.9435122e-13 
 1557000    303.28802   -20968.534     3557.413   -17411.121 -8.5265128e-14 3.4816594e-13 
 1558000     300.8118   -20942.993    3528.3682   -17414.624 1.9895197e-13 -1.4210855e-14 
 1559000    300.81739   -20841.223    3528.4338   -17312.789 -3.3040237e-13 1.9007018e-13 
 1560000    296.53718   -21005.932    3478.2292   -17527.702 -7.1054274e-14 -4.9737992e-14 
 1561000    299.35409   -20932.272    3511.2701   -17421.002 2.4868996e-14 -2.4158453e-13 
 1562000    298.23351    -20970.65    3498.1262   -17472.524 1.4210855e-13 -1.3500312e-13 
 1563000      302.048   -20840.267    3542.8683   -17297.399 8.5265128e-14 1.7763568e-14 
 1564000      293.804   -20880.091    3446.1703   -17433.921 -2.7000624e-13 3.623768e-13 
 1565000    303.19345   -20959.932    3556.3037   -17403.628 -1.1368684e-13 3.623768e-13 
 1566000     295.4196   -21125.243    3465.1205   -17660.122 -8.1712415e-14 -1.9184654e-13 
 1567000    302.61556   -20931.838    3549.5255   -17382.313 5.6843419e-14 -2.2382096e-13 
 1568000    298.51975   -20945.606    3501.4837   -17444.122 -2.7000624e-13 -1.0569323e-13 
 1569000     292.0705   -20841.192    3425.8373   -17415.355 -2.9132252e-13 -1.563194e-13 
 1570000    290.73216   -20952.357    3410.1392   -17542.218 -2.1316282e-13 -1.0658141e-13 
 1571000     293.9173    -20813.59    3447.4993   -17366.091 -3.2684966e-13 7.8159701e-14 
 1572000    298.82482   -20874.634     3505.062   -17369.572 7.1054274e-15 1.2079227e-13 
 1573000    306.46406   -20860.557    3594.6664   -17265.891 4.6185278e-14 -2.9842795e-13 
 1574000    299.67069   -20878.393    3514.9836   -17363.409 -2.4158453e-13 -7.1054274e-15 
 1575000    303.54749   -20906.108    3560.4565   -17345.651 -2.6645353e-14 -2.0605739e-13 
 1576000    301.12134   -20855.203     3531.999   -17323.204 2.9132252e-13 3.5527137e-14 
 1577000    296.32006   -20820.811    3475.6825   -17345.129 -4.6185278e-14 -1.3855583e-13 
 1578000    302.69064   -20836.351    3550.4061   -17285.944 1.4210855e-14 -6.3948846e-14 
 1579000    299.59257   -20769.603    3514.0673   -17255.536 1.0658141e-13 2.7000624e-13 
 1580000    300.75641   -20757.962    3527.7185   -17230.243 3.6948222e-13 3.4461323e-13 
 1581000    300.22363   -20887.085    3521.4693   -17365.616 -9.2370556e-14 1.3145041e-13 
 1582000     300.5604   -20770.478    3525.4194   -17245.058 1.7408297e-13 -3.1619152e-13 
 1583000    300.20399   -20905.193     3521.239   -17383.954 1.1723955e-13 1.7408297e-13 
 1584000    302.35205   -20954.573    3546.4345   -17408.138 -1.3500312e-13 -1.7941204e-13 
 1585000    301.52474   -20985.551    3536.7307    -17448.82 1.4210855e-13 -1.7585933e-13 
 1586000    296.79056   -20938.907    3481.2012   -17457.706 -1.9895197e-13 -4.6895821e-13 
 1587000    301.31672   -20766.424    3534.2907   -17232.133 -5.6843419e-14 1.0658141e-14 
 1588000    290.51653   -20910.925      3407.61   -17503.315 1.1901591e-13 1.2789769e-13 
 1589000    297.28582    -21084.51    3487.0104     -17597.5 -2.6290081e-13 -1.4210855e-13 
 1590000    299.67673   -20879.054    3515.0544   -17363.999 -1.030287e-13 -1.8474111e-13 
 1591000    304.35623   -20791.711    3569.9426   -17221.769 -1.9539925e-14 9.9475983e-14 
 1592000    297.30456   -20813.248    3487.2301   -17326.018 -2.2737368e-13 3.7303494e-14 
 1593000    300.95316   -20845.106    3530.0263   -17315.079 2.7355895e-13 -2.0250468e-13 
 1594000    303.57728   -20935.799    3560.8059   -17374.993 7.1054274e-14 2.1316282e-13 
 1595000    299.70815   -20801.555    3515.4231   -17286.132 -1.6342483e-13 2.6645353e-13 
 1596000    300.70122   -20893.752    3527.0712   -17366.681 9.9475983e-14 3.7658765e-13 
 1597000    297.69919   -20806.851    3491.8589   -17314.992 1.9184654e-13 1.5276669e-13 
 1598000    300.49991   -20825.915    3524.7099   -17301.205 7.1054274e-14 6.0396133e-14 
 1599000    302.05588   -20954.881    3542.9607    -17411.92 -1.7408297e-13 -2.4868996e-14 
 1600000    295.99177   -21048.684    3471.8318   -17576.852 3.907985e-13 3.8191672e-13 
 1601000    301.90326   -20905.299    3541.1705   -17364.128 4.1033843e-13 8.1712415e-14 
 1602000    300.85008   -20939.576    3528.8173   -17410.758 1.6342483e-13 -1.563194e-13 
 1603000    299.00575   -20890.074    3507.1842    -17382.89            0 -2.9842795e-13 
 1604000    297.45592    -20857.06    3489.0055   -17368.055 2.9842795e-13 -6.3948846e-14 
 1605000    309.88932   -20993.345    3634.8429   -17358.502 2.3803182e-13 -1.2079227e-13 
 1606000    297.25335   -20846.593    3486.6295   -17359.963 1.3145041e-13 -4.0678572e-13 
 1607000    305.12629   -20891.042    3578.9751   -17312.067 1.0658141e-13 -3.5527137e-14 
 1608000    290.01244   -20938.885    3401.6973   -17537.188 -1.4210855e-14 -4.2632564e-14 
 1609000    297.81338   -20986.345    3493.1983   -17493.146 -1.4210855e-14 3.2684966e-13 
 1610000    293.63095    -20924.14    3444.1406   -17479.999 -3.4638958e-13 -5.719869e-13 
 1611000    303.88823   -20900.122    3564.4532   -17335.669 4.2632564e-14 -2.6645353e-13 
 1612000    307.04477   -20865.883    3601.4778   -17264.406 -1.4210855e-13 4.2632564e-14 
 1613000    298.36925   -20958.135    3499.7184   -17458.417 -1.7053026e-13 -5.6843419e-14 
 1614000    299.89427   -20999.634    3517.6061   -17482.028 -7.1054274e-15 -7.8159701e-14 
 1615000    300.67334   -20885.837    3526.7441   -17359.093 5.3290705e-14 -6.0396133e-14 
 1616000    297.08729   -20822.689    3484.6817   -17338.007 1.2434498e-13 2.2026825e-13 
 1617000    301.66329   -20978.615    3538.3558    -17440.26 -2.2737368e-13 -1.1013412e-13 
 1618000    304.94383   -21004.948    3576.8349   -17428.113 1.2079227e-13 2.1316282e-14 
 1619000    300.97987   -21022.937    3530.3396   -17492.597 -1.5276669e-13 -3.4816594e-13 
 1620000    296.83941   -20892.888    3481.7742   -17411.114 7.1054274e-14 -3.5527137e-15 
 1621000    299.57724   -20952.708    3513.8875   -17438.821 4.9737992e-14 -4.2632564e-14 
 1622000    303.37204   -20854.385    3558.3986   -17295.986 -1.2079227e-13 -3.3040237e-13 
 1623000    302.80962   -20838.798    3551.8016   -17286.996 2.2737368e-13 1.7763568e-13 
 1624000    296.95591   -20989.556    3483.1406   -17506.416 1.1368684e-13 -4.03233e-13 
 1625000    304.43726   -20988.936     3570.893   -17418.043 -2.1316282e-14 -4.9737992e-14 
 1626000    302.74634   -20925.262    3551.0594   -17374.203 -2.8421709e-13 2.1316282e-14 
 1627000    298.67204   -20874.548    3503.2699   -17371.278 1.1368684e-13 1.7408297e-13 
 1628000     299.0798    -20870.78    3508.0528   -17362.727 8.5265128e-14 -1.9184654e-13 
 1629000    294.47331   -20969.869     3454.021   -17515.848 -1.7585933e-13 6.3948846e-14 
 1630000    300.17599   -20930.848    3520.9106   -17409.937 4.9737992e-14 1.8474111e-13 
 1631000    300.36024   -20779.986    3523.0717   -17256.915 -9.2370556e-14 1.2079227e-13 
 1632000     298.6804   -20874.957    3503.3681   -17371.589 -3.5527137e-15 -2.5224267e-13 
 1633000    297.15764   -20892.199    3485.5068   -17406.692            0 -2.8421709e-14 
 1634000     306.7419   -20831.204    3597.9253   -17233.279 9.2370556e-14 -3.5527137e-13 
 1635000    304.14855   -20757.186    3567.5066    -17189.68 1.4210855e-13            0 
 1636000    300.62398   -20887.964    3526.1652   -17361.799 -2.0605739e-13 -2.8421709e-13 
 1637000    297.39662   -21041.942    3488.3099   -17553.632 -1.7763568e-14 4.4764192e-13 
 1638000    299.93853   -20857.031    3518.1252   -17338.906 -3.1974423e-14 -1.9184654e-13 
 1639000    300.85811   -20925.716    3528.9115   -17396.804 1.2789769e-13 8.8817842e-14 
 1640000    299.32347   -20856.569    3510.9109   -17345.658 -4.9027449e-13 3.7303494e-13 
 1641000    305.70488   -20881.897    3585.7616   -17296.135 -1.4210855e-13 -1.563194e-13 
 1642000     301.8155   -21001.945    3540.1412   -17461.803 6.0396133e-14 4.2632564e-14 
 1643000    297.92212   -20910.509    3494.4738   -17416.035 3.0908609e-13 1.4921397e-13 
 1644000    299.78214   -20882.121    3516.2909    -17365.83 -1.5987212e-13 2.0961011e-13 
 1645000     298.7991   -20890.184    3504.7603   -17385.423 -3.2684966e-13 -2.344791e-13 
 1646000    308.12745    -20795.48    3614.1771   -17181.303 -6.750156e-14 2.1316282e-14 
 1647000     296.3787   -20873.248    3476.3702   -17396.878 -1.3500312e-13 1.5987212e-14 
 1648000    297.01958   -20994.119    3483.8875   -17510.232 -1.4210855e-14 7.1054274e-15 
 1649000    296.99995    -20898.15    3483.6573   -17414.493 3.1974423e-13 -5.6310512e-13 
 1650000    301.47608   -20952.281    3536.1599   -17416.121 2.1316282e-13 1.2789769e-13 
 1651000    301.38399   -20892.551    3535.0798   -17357.471 -3.5527137e-14 1.1723955e-13 
 1652000    300.80047   -20805.922    3528.2353   -17277.687 1.9895197e-13 -2.1316282e-14 
 1653000    295.97839   -20927.167    3471.6749   -17455.492 6.3948846e-14 1.030287e-13 
 1654000    298.51773   -20879.717      3501.46   -17378.258 1.438849e-13 -2.9842795e-13 
 1655000    298.38511    -20876.52    3499.9044   -17376.615 -1.0480505e-13 -1.2079227e-13 
 1656000    304.55629   -20822.227    3572.2892   -17249.938 1.5987212e-13 8.3488771e-14 
 1657000     300.1955   -20934.873    3521.1394   -17413.733 3.623768e-13            0 
 1658000    300.24589    -20908.76    3521.7304    -17387.03 2.4158453e-13 -9.9475983e-14 
 1659000    298.38024   -21031.411    3499.8473   -17531.563 -2.8776981e-13 2.1316282e-14 
 1660000    306.22493   -21100.657    3591.8616   -17508.795 -2.1316282e-14 2.7355895e-13 
 1661000     297.4429   -21106.836    3488.8527   -17617.983 9.9475983e-14 2.9842795e-13 
 1662000    295.68105   -20924.729    3468.1872   -17456.542 -2.5579538e-13 9.2370556e-14 
 1663000    305.97519   -20927.351    3588.9322   -17338.419 6.0396133e-14 1.2434498e-13 
 1664000    307.89405   -20846.524    3611.4394   -17235.085 1.2789769e-13 -7.1054274e-15 
 1665000    297.95603   -20908.535    3494.8715   -17413.664 -2.3803182e-13 2.4868996e-13 
 1666000    301.15385   -20753.045    3532.3804   -17220.664 3.8369308e-13 1.1013412e-13 
 1667000    299.59409   -20926.378    3514.0851   -17412.293 -9.9475983e-14 2.2382096e-13 
 1668000    303.81049   -21010.532    3563.5414   -17446.991 4.7961635e-14 1.4210855e-14 
 1669000    305.80232   -20833.336    3586.9046   -17246.431 7.1054274e-14 1.8474111e-13 
 1670000    297.50519   -20857.643    3489.5834   -17368.059 1.2789769e-13 -3.3040237e-13 
 1671000    297.03446   -20892.386     3484.062   -17408.324 1.4566126e-13 -1.0658141e-13 
 1672000    293.67861   -20907.037    3444.6996   -17462.338 -4.9737992e-14 -1.5987212e-13 
 1673000    307.81244   -20902.855    3610.4821   -17292.373 -8.5265128e-14 5.1159077e-13 
 1674000    300.20794   -20903.598    3521.2853   -17382.313 1.1013412e-13 -1.811884e-13 
 1675000    297.29131   -20882.688    3487.0747   -17395.614 -1.4921397e-13 1.9895197e-13 
 1676000    296.31618   -20973.104     3475.637   -17497.467 -3.5527137e-14 7.1054274e-15 
 1677000    296.69603   -20853.958    3480.0924   -17373.865 3.3395509e-13 -1.1013412e-13 
 1678000      303.105   -20980.508    3555.2664   -17425.241 -1.3500312e-13 1.1723955e-13 
 1679000    299.87003   -20954.022    3517.3218     -17436.7 -1.9184654e-13 -3.375078e-14 
 1680000    301.05555   -20878.629    3531.2274   -17347.402 -1.5099033e-13 4.4764192e-13 
 1681000    297.83204   -20835.348    3493.4172   -17341.931 1.6342483e-13 -4.2632564e-13 
 1682000    296.14747   -20849.932     3473.658   -17376.274 4.1922021e-13 4.2632564e-14 
 1683000    292.09936   -20977.724    3426.1758   -17551.548 -5.6843419e-13 -5.3290705e-15 
 1684000    303.57391   -20944.172    3560.7664   -17383.406 -2.7711167e-13 7.1054274e-14 
 1685000    296.13683   -21011.741    3473.5333   -17538.208 -3.0553338e-13 2.8421709e-14 
 1686000     298.0078   -20956.333    3495.4787   -17460.854 1.3855583e-13 2.1316282e-14 
 1687000    303.10072   -21014.524    3555.2161   -17459.308 -2.6290081e-13 9.2370556e-14 
 1688000    302.01136   -21023.414    3542.4384   -17480.975 5.6843419e-14 7.8159701e-14 
 1689000    310.18906   -20879.405    3638.3588   -17241.047 -2.9842795e-13 1.7408297e-13 
 1690000    301.49776   -20819.133    3536.4142   -17282.719 7.1054274e-15 -1.7763568e-15 
 1691000    297.23346   -20881.033    3486.3961   -17394.637 1.1368684e-13 -7.283063e-14 
 1692000    293.57907   -20914.056    3443.5321   -17470.524 -2.8421709e-14 1.6342483e-13 
 1693000    296.68834   -20919.596    3480.0022   -17439.594 -1.0658141e-14 1.1191048e-13 
 1694000    301.50012   -20816.269    3536.4419   -17279.827 7.8159701e-14 6.3948846e-14 
 1695000    305.09078   -20850.074    3578.5585   -17271.515 2.4158453e-13 -3.5527137e-14 
 1696000    304.85318   -20842.694    3575.7716   -17266.922 -5.6843419e-14 -8.8817842e-14 
 1697000    302.50836   -20947.146    3548.2681   -17398.878 7.4606987e-14 -2.4868996e-13 
 1698000    288.58713   -20858.377    3384.9792   -17473.397 5.6843419e-14 -1.7763568e-14 
 1699000    299.73768   -20914.311    3515.7694   -17398.541 -3.6592951e-13 7.1054274e-15 
 1700000    297.09851   -20930.479    3484.8132   -17445.665 3.2684966e-13 -1.4921397e-13 
 1701000     300.2679   -20866.479    3521.9886   -17344.491 9.7699626e-14 -8.5265128e-14 
 1702000    302.63878   -20893.421    3549.7978   -17343.623 4.7606363e-13 -2.8066438e-13 
 1703000    299.94308   -20926.691    3518.1786   -17408.513 1.1723955e-13 3.0198066e-13 
 1704000    306.98716   -20834.147    3600.8021   -17233.345 3.6948222e-13 -1.8474111e-13 
 1705000    296.12324   -20870.117    3473.3739   -17396.743            0 2.0961011e-13 
 1706000    303.12867   -20813.938     3555.544   -17258.394 5.3290705e-14 -9.9475983e-14 
 1707000    297.05091    -20855.75     3484.255   -17371.495            0 7.1054274e-15 
 1708000    304.81852   -20806.125     3575.365    -17230.76 6.3948846e-14 -3.4816594e-13 
 1709000    304.09099   -20906.501    3566.8315    -17339.67 1.6697754e-13 1.1368684e-13 
 1710000    291.00159   -20861.498    3413.2996   -17448.199 -1.563194e-13 -2.4158453e-13 
 1711000    302.43392   -20898.861    3547.3949   -17351.466 1.0658141e-13 -1.3500312e-13 
 1712000    300.36363   -20964.986    3523.1115   -17441.875 -2.1671553e-13 7.1054274e-15 
 1713000    298.63332   -20978.115    3502.8158     -17475.3 9.2370556e-14 -1.9539925e-13 
 1714000    297.20635    -20921.53    3486.0781   -17435.452 -5.1514348e-14 -2.0250468e-13 
 1715000     301.4976   -20937.196    3536.4123   -17400.783 -3.2684966e-13 -3.126388e-13 
 1716000    300.25716   -20944.109    3521.8627   -17422.247 -7.4606987e-14 -5.8619776e-14 
 1717000    302.05811   -20932.885    3542.9869   -17389.898 1.4210855e-14 2.0605739e-13 
 1718000    291.17698   -20892.236    3415.3568   -17476.879 -2.4868996e-13 -3.4816594e-13 
 1719000    301.84205   -20911.688    3540.4525   -17371.235 -4.4586557e-13 -5.1159077e-13 
 1720000    305.55985   -20902.664    3584.0605   -17318.604 -2.8421709e-14 8.5265128e-14 
 1721000    303.39881   -20929.714    3558.7125   -17371.001 8.5265128e-14 8.7041485e-14 
 1722000    298.11591   -20990.531    3496.7469   -17493.784 -6.0396133e-14            0 
 1723000    299.09525   -20981.581    3508.2341   -17473.347 -3.6948222e-13 -7.4606987e-14 
 1724000    303.80467   -20884.292    3563.4731   -17320.819 -1.7763568e-14 6.750156e-14 
 1725000    301.01704   -20969.757    3530.7757   -17438.981 3.0553338e-13 2.2026825e-13 
 1726000    299.54115   -21033.596    3513.4642   -17520.132 -1.9184654e-13 -3.5527137e-14 
 1727000     304.6588    -20777.35    3573.4916   -17203.859 -2.4158453e-13 2.9842795e-13 
 1728000    297.17704   -20885.411    3485.7343   -17399.677 -4.9737992e-14 7.4606987e-14 
 1729000    299.98932   -20869.846     3518.721   -17351.125 -2.1316282e-14 -6.3948846e-14 
 1730000    303.40001    -20941.34    3558.7266   -17382.613 -1.3500312e-13 -2.7711167e-13 
 1731000    299.74096    -20931.58    3515.8079   -17415.772 -1.9895197e-13 2.6645353e-13 
 1732000    302.39667   -20903.862     3546.958   -17356.904 2.344791e-13 3.5527137e-14 
