
#----------------------------------------------------
#TIMESTEP
#----------------------------------------------------

timestep	1

#----------------------------------------------------
#FIXES
#----------------------------------------------------

fix 		fxnvt all nvt temp 300.0 300.0 100.0
fix 		fxmom all momentum 1 linear 1 1 1 angular

#----------------------------------------------------
#EQUILIBRATION RUN
#----------------------------------------------------

run 		1000000
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8
  ghost atom cutoff = 8
  binsize = 4 -> bins = 6 6 2
Memory usage per processor = 6.24631 Mbytes
Step Temp PotEng KinEng TotEng v_Fx v_Fy 
  540000    344.16543    -30545.89    183.63463   -30362.256 3.9790393e-13 -2.4158453e-13 
  541000    299.84969   -30544.881     159.9893   -30384.891 -1.2789769e-13 -6.3948846e-14 
  542000    293.07023   -30521.902    156.37202    -30365.53 -7.8159701e-14 -1.4210855e-14 
  543000     271.0789   -30525.614    144.63821   -30380.975 -1.4210855e-13 -8.5265128e-14 
  544000    294.44651   -30530.731    157.10635   -30373.625 1.1013412e-13 8.5265128e-14 
  545000      303.576   -30550.016    161.97753   -30388.038 -2.2737368e-13 -2.2737368e-13 
  546000    297.38209   -30507.786    158.67267   -30349.113 -2.8421709e-14 4.2632564e-14 
  547000    309.06382   -30536.515    164.90564   -30371.609 1.3500312e-13 -1.4210855e-14 
  548000    283.80673   -30545.631    151.42934   -30394.202 7.1054274e-14 7.8159701e-14 
  549000    287.38248   -30550.879    153.33723   -30397.541 -8.5265128e-14 1.4210855e-14 
  550000    324.12284    -30515.12     172.9406   -30342.179 3.5527137e-14 2.2026825e-13 
  551000    286.01266   -30542.143    152.60635   -30389.537 -8.5265128e-14 5.6843419e-14 
  552000    336.00612   -30546.769     179.2811   -30367.488 1.4210855e-14 -8.5265128e-14 
  553000    310.32692    -30530.19    165.57958    -30364.61 -1.1368684e-13 -1.4210855e-13 
  554000    279.22706   -30534.376    148.98579    -30385.39 -2.8421709e-14 1.4210855e-14 
  555000     318.2923   -30541.691    169.82963   -30371.861 1.4210855e-13            0 
  556000    310.08065   -30521.619    165.44818   -30356.171 -8.3488771e-14 6.750156e-14 
  557000    292.69291   -30525.295    156.17069   -30369.124 -8.5265128e-14 -5.6843419e-14 
  558000    269.07222   -30529.825    143.56752   -30386.258 -5.6843419e-14 -2.8421709e-14 
  559000    309.84261   -30529.522    165.32117   -30364.201 -2.5579538e-13 2.8421709e-14 
  560000    314.22071    -30540.78    167.65717   -30373.122 -1.563194e-13 2.2737368e-13 
  561000    312.69812   -30543.492    166.84477   -30376.647 -1.1368684e-13 1.4210855e-14 
  562000    289.19774   -30530.966    154.30579   -30376.661            0            0 
  563000    255.54853    -30546.97    136.35175   -30410.618 4.2632564e-14 -2.1316282e-14 
  564000    326.53718   -30536.024    174.22881   -30361.795 -2.2026825e-13 1.1368684e-13 
  565000    323.28212   -30532.992    172.49202   -30360.499 -2.1316282e-14            0 
  566000    276.37558   -30551.092    147.46434   -30403.627 4.2632564e-14 -5.6843419e-14 
  567000    277.12964   -30525.009    147.86668   -30377.142 -7.1054274e-14 5.6843419e-14 
  568000    315.46094   -30523.962    168.31892   -30355.643 1.1368684e-13 2.1316282e-13 
  569000    288.92506   -30526.363     154.1603   -30372.203 -5.6843419e-14 -4.2632564e-14 
  570000    300.96242   -30540.682    160.58301   -30380.099 -6.3948846e-14 -7.1054274e-14 
  571000    307.13674   -30525.184    163.87742   -30361.307 9.9475983e-14 1.4210855e-14 
  572000    285.03025   -30535.704    152.08216   -30383.622 -2.2737368e-13 -1.2789769e-13 
  573000    322.97187   -30549.954    172.32649   -30377.628 -2.7000624e-13 -7.1054274e-14 
  574000    305.56103   -30552.833    163.03667   -30389.796 1.4210855e-14 2.1316282e-14 
  575000    296.01548    -30539.14     157.9435   -30381.196 -2.344791e-13 -8.5265128e-14 
  576000    334.28156   -30529.028    178.36094   -30350.667 8.5265128e-14 -1.4921397e-13 
  577000    269.42727   -30529.441    143.75696   -30385.684 2.8421709e-14 -2.5579538e-13 
  578000    265.65063     -30544.9    141.74188   -30403.158 -8.5265128e-14 1.030287e-13 
  579000    309.00295   -30536.428    164.87316   -30371.555 1.563194e-13 2.5579538e-13 
  580000    299.42029   -30549.885    159.76018   -30390.125 7.1054274e-14 -7.1054274e-15 
  581000    267.34267   -30533.228    142.64469   -30390.583 -1.2079227e-13 -1.2434498e-13 
  582000    310.50243   -30538.085    165.67323   -30372.412 -1.4210855e-13 -4.9737992e-14 
  583000    332.78348   -30535.365    177.56162   -30357.803 5.6843419e-14 -1.563194e-13 
  584000    302.83935   -30548.481    161.58448   -30386.897 2.8421709e-14 -5.6843419e-14 
  585000    264.92535   -30543.363    141.35489   -30402.008 -2.4158453e-13 9.9475983e-14 
  586000    308.92841   -30534.552    164.83339   -30369.718 -1.3500312e-13 7.1054274e-14 
  587000    262.28469   -30551.396    139.94593    -30411.45 2.8421709e-14 8.5265128e-14 
  588000    331.36436   -30539.147    176.80442   -30362.343 1.0658141e-13 1.563194e-13 
  589000    308.17547   -30535.207    164.43164   -30370.776 5.6843419e-14 2.9842795e-13 
  590000    290.04034   -30524.146    154.75537   -30369.391 -5.6843419e-14 -4.9737992e-14 
  591000    317.37928   -30537.364    169.34248   -30368.021 -1.4210855e-13 7.1054274e-15 
  592000     258.7504   -30529.348    138.06016   -30391.287 -2.9842795e-13 -2.8421709e-14 
  593000    317.08989   -30534.903    169.18807   -30365.715 -2.4158453e-13 -1.1368684e-13 
  594000     314.9566   -30540.226    168.04982   -30372.176 3.5527137e-14 -1.1368684e-13 
  595000    284.36906   -30514.988    151.72938   -30363.259 2.8421709e-14 4.2632564e-14 
  596000      313.061    -30510.36    167.03839   -30343.321 -5.6843419e-14 6.3948846e-14 
  597000    311.19298   -30544.482    166.04168    -30378.44 -1.4210855e-14 5.6843419e-14 
  598000    322.75975   -30544.029    172.21331   -30371.816 -4.2632564e-14 1.9895197e-13 
  599000    310.17992   -30534.988    165.50115   -30369.487 -8.5265128e-14 1.4210855e-14 
  600000    267.13633   -30539.974    142.53459   -30397.439 -2.1316282e-14 8.5265128e-14 
  601000    315.22675   -30530.082    168.19396   -30361.888 9.9475983e-14 -2.0605739e-13 
  602000    306.46805   -30537.022    163.52063   -30373.501 7.1054274e-14 -1.4210855e-14 
  603000    299.82867   -30552.331    159.97809   -30392.352 2.8421709e-14 -1.1368684e-13 
  604000    313.64745   -30527.843     167.3513   -30360.492 -1.7053026e-13 -1.7053026e-13 
  605000    304.67062   -30539.349    162.56158   -30376.788 -7.4606987e-14 -5.6843419e-14 
  606000    274.20925   -30543.408    146.30846     -30397.1 3.5527137e-14 2.1316282e-14 
  607000    275.52803   -30528.067    147.01211   -30381.055 -7.8159701e-14 4.2632564e-14 
  608000    296.42746   -30531.837    158.16332   -30373.673 4.2632564e-14 -3.5527137e-14 
  609000    309.21192   -30544.921    164.98466   -30379.936 -1.1368684e-13 -1.4210855e-14 
  610000    289.71925    -30545.34    154.58405   -30390.756 9.9475983e-14 -1.4210855e-14 
  611000    318.49049   -30532.894    169.93538   -30362.958 -8.5265128e-14 2.9842795e-13 
  612000    297.97202   -30546.353    158.98744   -30387.366 -1.7763568e-13 1.4921397e-13 
  613000    309.09004   -30539.029    164.91962   -30374.109 -2.1316282e-13 -7.1054274e-14 
  614000    289.89762    -30540.72    154.67922   -30386.041 -1.2079227e-13 -2.2026825e-13 
  615000    301.31775     -30534.7    160.77261   -30373.928 -9.9475983e-14 8.5265128e-14 
  616000    305.13137   -30554.126    162.80742   -30391.318 -5.6843419e-14 -4.2632564e-14 
  617000    307.98189   -30531.906    164.32836   -30367.577 -1.1368684e-13 2.2737368e-13 
  618000    332.37515   -30530.017    177.34374   -30352.673 2.8421709e-13 -2.8421709e-14 
  619000    290.06184     -30532.6    154.76685   -30377.834 -1.1368684e-13 -2.9842795e-13 
  620000    302.34859   -30521.521    161.32263   -30360.199 1.7763568e-13 -5.6843419e-14 
  621000    301.57111   -30539.334    160.90779   -30378.427 2.8421709e-13 4.2632564e-14 
  622000     296.1738   -30531.482    158.02797   -30373.454 1.4210855e-14            0 
  623000    282.19003   -30542.756    150.56672   -30392.189 2.5579538e-13 -2.8421709e-14 
  624000    290.96996   -30531.877    155.25139   -30376.626 1.1368684e-13 -5.6843419e-14 
  625000    288.44839   -30545.082    153.90597   -30391.176 2.1316282e-14 -4.2632564e-14 
  626000    313.79699   -30525.895    167.43109   -30358.464 -1.4210855e-13 -1.4210855e-13 
  627000    310.07142   -30534.128    165.44326   -30368.685 -1.0658141e-13 8.5265128e-14 
  628000    290.03095   -30537.461    154.75036   -30382.711 2.8421709e-13 -1.9895197e-13 
  629000    303.16443   -30536.152    161.75793   -30374.395 1.9895197e-13 7.8159701e-14 
  630000    288.17567   -30544.122    153.76045   -30390.361 -2.8421709e-13 -1.1368684e-13 
  631000    290.75163   -30509.955    155.13489   -30354.821 2.8421709e-14 -5.6843419e-14 
  632000    302.99291   -30548.796    161.66641    -30387.13 1.1368684e-13 -5.6843419e-14 
  633000    285.27858   -30537.183    152.21467   -30384.968 4.0500936e-13 1.030287e-13 
  634000    329.57612   -30531.156    175.85028   -30355.305 6.3948846e-14 -1.7763568e-13 
  635000    305.53457   -30548.956    163.02255   -30385.933 -1.4210855e-14 1.1368684e-13 
  636000    302.10356   -30509.475    161.19189   -30348.283 -8.5265128e-14 -1.9895197e-13 
  637000    298.77855   -30536.531    159.41778   -30377.113            0 4.2632564e-14 
  638000    287.40538   -30521.731    153.34945   -30368.382 1.1368684e-13 -5.6843419e-14 
  639000    275.78687   -30526.825    147.15022   -30379.674 -1.2789769e-13 -9.9475983e-14 
  640000    254.07929   -30528.735    135.56782   -30393.167 1.4210855e-13 -4.2632564e-14 
  641000    337.91966    -30527.96     180.3021   -30347.658 -1.1368684e-13 -2.8421709e-14 
  642000    326.61299   -30558.159    174.26926    -30383.89 2.8421709e-14 -9.2370556e-14 
  643000     331.9979   -30524.234    177.14246   -30347.091 1.4210855e-14 7.1054274e-15 
  644000     301.4933   -30540.628    160.86627   -30379.761 -6.3948846e-14 -2.1316282e-14 
  645000    257.11383   -30545.969    137.18694   -30408.782 -1.4210855e-14 -7.1054274e-14 
  646000    307.50919   -30530.097    164.07614   -30366.021 -1.4210855e-13 -1.030287e-13 
  647000    265.77297   -30541.993    141.80716   -30400.185            0 3.126388e-13 
  648000    336.20257   -30539.634    179.38593   -30360.248 -1.7053026e-13 -7.1054274e-15 
  649000    320.28984    -30550.38    170.89545   -30379.484 4.2632564e-14 2.8421709e-14 
  650000    343.01886    -30542.72    183.02286   -30359.698 -7.1054274e-15 -4.2632564e-14 
  651000    292.76111   -30553.025    156.20708   -30396.818 8.5265128e-14 -1.1368684e-13 
  652000    286.99471    -30542.04    153.13033    -30388.91 1.6342483e-13 -5.6843419e-14 
  653000    289.61148   -30522.769    154.52655   -30368.242 -2.5579538e-13 1.8474111e-13 
  654000    302.44078    -30529.93    161.37181   -30368.558 1.9895197e-13 2.8421709e-13 
  655000    289.11252   -30542.237    154.26032   -30387.977 -4.2632564e-14 -1.1368684e-13 
  656000    278.12122   -30538.622    148.39575   -30390.226 1.563194e-13            0 
  657000    316.48396   -30537.285    168.86476    -30368.42 -2.8421709e-14 -5.6843419e-14 
  658000    296.76003   -30553.504    158.34077   -30395.163            0 -9.9475983e-14 
  659000     325.5166   -30535.616    173.68427   -30361.932 -1.563194e-13 -4.2632564e-14 
  660000    324.10028   -30531.053    172.92856   -30358.125 -6.0396133e-14 7.1054274e-14 
  661000    276.49618   -30528.056    147.52868   -30380.527 2.1316282e-14 -5.6843419e-14 
  662000    314.52746   -30549.853    167.82084   -30382.032 -4.405365e-13 2.8421709e-14 
  663000    289.03618   -30547.544    154.21959   -30393.324 -2.8421709e-14 -1.7053026e-13 
  664000    280.94894    -30520.99    149.90452   -30371.086 -2.8421709e-14 -1.4210855e-13 
  665000    270.60043   -30539.591    144.38292   -30395.208 9.9475983e-14 8.5265128e-14 
  666000    339.33474   -30540.789    181.05714   -30359.732 1.4210855e-13 -5.6843419e-14 
  667000     328.8785   -30531.163    175.47806   -30355.685 2.4158453e-13 -1.563194e-13 
  668000    273.17396   -30526.539    145.75607   -30380.783 1.4210855e-13 -9.9475983e-14 
  669000    310.27841   -30521.419     165.5537   -30355.866 8.5265128e-14 -4.2632564e-14 
  670000    307.56238   -30532.438    164.10452   -30368.333 -1.563194e-13 -2.2737368e-13 
  671000    289.25182     -30548.1    154.33465   -30393.765 2.2737368e-13 1.2789769e-13 
  672000    288.77945   -30522.027    154.08261   -30367.945 -4.2632564e-14 1.8474111e-13 
  673000    309.16062   -30555.186    164.95729   -30390.229 -2.6290081e-13 -8.5265128e-14 
  674000    290.92284   -30538.655    155.22625   -30383.429            0 2.3803182e-13 
  675000    302.07468   -30533.668    161.17648   -30372.492 5.6843419e-14 -9.2370556e-14 
  676000    283.00705    -30554.48    151.00266   -30403.477 -5.6843419e-14 1.1368684e-13 
  677000    318.72974   -30534.351    170.06303   -30364.288 1.9895197e-13 1.1368684e-13 
  678000    294.76687   -30534.868    157.27729    -30377.59 -7.1054274e-15            0 
  679000    285.70802   -30527.187     152.4438   -30374.743 4.2632564e-14 -8.5265128e-14 
  680000    315.42569   -30548.311    168.30011   -30380.011 1.4210855e-13 -1.030287e-13 
  681000     310.7616   -30531.813    165.81151   -30366.001 1.4210855e-14 9.9475983e-14 
  682000    288.94233   -30547.902    154.16951   -30393.733 1.4210855e-13 4.2632564e-14 
  683000    306.52862   -30528.872    163.55294   -30365.319 -8.5265128e-14 -1.1368684e-13 
  684000    306.20703   -30541.815    163.38135   -30378.434 -1.1368684e-13 2.8421709e-14 
  685000    307.94486   -30538.782     164.3086   -30374.473 9.2370556e-14 -3.5527137e-14 
  686000    325.41674   -30536.067    173.63098   -30362.436 -1.4210855e-13 4.2632564e-14 
  687000    284.34014   -30545.798    151.71395   -30394.084 -1.0658141e-13 -1.4210855e-14 
  688000    288.81193   -30534.426    154.09994   -30380.326 -2.8421709e-14 -2.8421709e-14 
  689000    288.37505   -30521.156    153.86683   -30367.289 9.9475983e-14 9.2370556e-14 
  690000    317.32872   -30531.586     169.3155    -30362.27 -2.8421709e-14 9.9475983e-14 
  691000    264.34381    -30533.56     141.0446   -30392.516 -1.7053026e-13 -2.8421709e-14 
  692000    301.85704   -30550.724    161.06035   -30389.663 -8.5265128e-14 2.1316282e-13 
  693000    312.02491   -30536.305    166.48557   -30369.819 8.5265128e-14 7.8159701e-14 
  694000    282.01529   -30539.885    150.47349   -30389.412 2.8421709e-14 1.4210855e-14 
  695000    314.07479   -30533.433    167.57931   -30365.854 -4.2632564e-14 2.8421709e-14 
  696000    315.25842   -30549.374    168.21086   -30381.163 -7.1054274e-14            0 
  697000    265.22801   -30535.914    141.51638   -30394.398 -9.2370556e-14 1.563194e-13 
  698000    307.33648   -30528.923    163.98399   -30364.939 -8.5265128e-14 1.9184654e-13 
  699000    303.90824   -30528.826     162.1548   -30366.672 1.8474111e-13 8.5265128e-14 
  700000    303.71188   -30541.727    162.05003   -30379.677 -1.4210855e-14 1.3500312e-13 
  701000    321.17006   -30529.586     171.3651   -30358.221 2.8421709e-14 1.9895197e-13 
  702000    299.30448   -30538.953    159.69839   -30379.255 -8.5265128e-14 1.0658141e-13 
  703000     308.1522   -30554.973    164.41923   -30390.554 1.1368684e-13 -2.1316282e-14 
  704000    310.54077   -30518.325    165.69368   -30352.631 1.8474111e-13 -4.2632564e-14 
  705000    324.76494   -30528.406    173.28321   -30355.123 -1.6342483e-13 2.8421709e-14 
  706000    295.10143   -30534.656    157.45579     -30377.2 -1.2079227e-13 -9.2370556e-14 
  707000     260.5135   -30513.239    139.00089   -30374.238 -1.563194e-13 4.2632564e-14 
  708000    269.65005   -30535.748    143.87583   -30391.872 -1.7053026e-13 1.1368684e-13 
  709000     307.0447   -30540.433     163.8283   -30376.604 3.5527137e-15 -1.1368684e-13 
  710000    313.21724   -30550.258    167.12176   -30383.136 1.563194e-13 -1.4210855e-13 
  711000    321.41561   -30551.481    171.49612   -30379.985 -8.1712415e-14 -7.8159701e-14 
  712000    283.94023   -30524.097    151.50057   -30372.596 5.6843419e-14 4.2632564e-14 
  713000    286.98715   -30530.838     153.1263   -30377.712 -9.2370556e-14 4.6185278e-14 
  714000    309.62013   -30530.221    165.20246   -30365.019 2.8421709e-14            0 
  715000    298.24033   -30546.278     159.1306   -30387.147 1.9895197e-13 -4.2632564e-14 
  716000    292.40427     -30541.4    156.01668   -30385.383 -1.3500312e-13 -5.6843419e-14 
  717000    307.72017   -30524.449    164.18871    -30360.26 -1.3500312e-13 1.4921397e-13 
  718000    296.20498   -30529.817    158.04461   -30371.772 -1.7053026e-13 1.9895197e-13 
  719000    283.83738   -30533.014    151.44569   -30381.568 1.7053026e-13 3.4106051e-13 
  720000    325.22838   -30538.236    173.53048   -30364.705 -7.8159701e-14 -1.2789769e-13 
  721000    287.21625   -30537.508    153.24854   -30384.259 6.3948846e-14 -4.2632564e-14 
  722000    270.22215   -30551.379    144.18108   -30407.197 1.1368684e-13 8.5265128e-14 
  723000    307.32862   -30535.774    163.97979   -30371.794 1.9184654e-13 3.126388e-13 
  724000    258.96133   -30542.479     138.1727   -30404.306 2.1316282e-14 -8.5265128e-14 
  725000    320.62702   -30539.111    171.07535   -30368.036 -8.5265128e-14            0 
  726000    310.32249   -30527.928    165.57722   -30362.351 2.593481e-13 -1.7053026e-13 
  727000    284.65185   -30540.179    151.88026   -30388.299 -1.4210855e-14 -5.6843419e-14 
  728000    331.67837   -30535.248    176.97197   -30358.276 -7.1054274e-14 2.4158453e-13 
  729000    308.33315    -30547.28    164.51578   -30382.764 1.563194e-13 3.126388e-13 
  730000    284.24094   -30542.914    151.66102   -30391.253 -1.4210855e-14 8.5265128e-14 
  731000    310.38593   -30530.008    165.61107   -30364.397 1.2789769e-13 -1.1368684e-13 
  732000    281.07649   -30541.719    149.97258   -30391.746 -7.1054274e-15 -1.3500312e-13 
  733000    300.20038   -30522.604    160.17642   -30362.428 1.1368684e-13 -1.3500312e-13 
  734000     304.9787   -30542.197    162.72596   -30379.471 -4.2632564e-14 7.1054274e-14 
  735000    341.61364   -30533.236    182.27308   -30350.963 -7.1054274e-15 -2.8421709e-14 
  736000    305.51916   -30529.453    163.01433   -30366.439 -1.7763568e-13 -5.6843419e-14 
  737000    272.30007   -30542.519    145.28978    -30397.23 1.4210855e-14 -2.5579538e-13 
  738000     304.1704   -30542.025    162.29468    -30379.73            0 2.2737368e-13 
  739000    316.89537   -30531.782    169.08428   -30362.698 1.7763568e-13            0 
  740000    304.43649   -30528.668    162.43666   -30366.231 -4.2632564e-14 4.2632564e-14 
  741000    306.02001   -30549.824    163.28157   -30386.543 -4.2632564e-14 8.5265128e-14 
  742000    309.45023   -30544.564    165.11181   -30379.452 -1.563194e-13 5.6843419e-14 
  743000    328.40977   -30533.583    175.22796   -30358.356 -7.8159701e-14 7.1054274e-14 
  744000    270.41321   -30539.841    144.28302   -30395.558 -2.8421709e-13 -5.6843419e-14 
  745000    299.88746   -30523.265    160.00945   -30363.256 -2.8421709e-14 -4.2632564e-14 
  746000    311.34706     -30535.3    166.12389   -30369.176 1.2789769e-13 -5.6843419e-14 
  747000    292.35272   -30544.192    155.98918   -30388.203 -2.5579538e-13 8.5265128e-14 
  748000    305.96478   -30525.846     163.2521   -30362.594 2.3092639e-13 7.1054274e-15 
  749000      302.288   -30539.636     161.2903   -30378.346 1.4210855e-13 7.1054274e-14 
  750000    296.41566   -30537.704    158.15702   -30379.547 5.6843419e-14 1.1368684e-13 
  751000    290.91381   -30525.069    155.22143   -30369.848 -1.9184654e-13 -8.5265128e-14 
  752000    297.21079     -30529.6    158.58127   -30371.019 1.2789769e-13 1.1368684e-13 
  753000    297.85814   -30535.646    158.92668    -30376.72 -1.811884e-13 -8.5265128e-14 
  754000    324.32265   -30519.032    173.04722   -30345.985 -2.1316282e-13 1.4210855e-14 
  755000    302.67516   -30542.857    161.49687    -30381.36 5.6843419e-14 -1.0658141e-13 
  756000    296.22735   -30521.769    158.05655   -30363.713 -2.1316282e-14 7.1054274e-14 
  757000    299.10264    -30541.01     159.5907   -30381.419 1.9184654e-13 -1.4210855e-14 
  758000    327.53488   -30542.833    174.76115   -30368.072 -8.5265128e-14 -5.6843419e-14 
  759000    307.92523   -30521.126    164.29813   -30356.828 -1.3500312e-13 -8.5265128e-14 
  760000    288.11757   -30536.476    153.72945   -30382.747 1.4210855e-14 1.7053026e-13 
  761000    295.23698   -30525.136    157.52812   -30367.608 -7.1054274e-14 2.4158453e-13 
  762000    333.16514   -30519.574    177.76526   -30341.808 -2.8421709e-14            0 
  763000    304.09114   -30541.624    162.25239   -30379.372 -1.4210855e-14 -5.6843419e-14 
  764000    308.66068   -30538.288    164.69054   -30373.597 -7.1054274e-14 1.7053026e-13 
  765000    304.98255   -30527.061    162.72802   -30364.333 2.2737368e-13 -1.2789769e-13 
  766000    274.43401   -30540.477    146.42838   -30394.049 -7.1054274e-14 -8.5265128e-14 
  767000     289.5174   -30535.992    154.47635   -30381.516 1.9184654e-13 -9.9475983e-14 
  768000    284.61876    -30527.23    151.86261   -30375.367 -1.8474111e-13 -1.4210855e-13 
  769000    310.60182   -30541.273    165.72626   -30375.547 -5.6843419e-14 1.4210855e-13 
  770000    294.20898   -30532.694    156.97962   -30375.714 1.1368684e-13 -7.1054274e-14 
  771000    285.55288   -30545.072    152.36102   -30392.711 8.5265128e-14 1.8474111e-13 
  772000    276.60143   -30530.597    147.58484   -30383.013 -5.6843419e-14 -5.3290705e-15 
  773000     288.7634   -30546.012    154.07404   -30391.938 7.1054274e-14 -9.9475983e-14 
  774000     322.8055   -30547.145    172.23772   -30374.908 -1.7053026e-13 -2.2737368e-13 
  775000    347.51979   -30531.221     185.4244   -30345.797 5.6843419e-14 3.1974423e-14 
  776000    277.78616    -30518.99    148.21697   -30370.773 -1.9895197e-13 6.3948846e-14 
  777000    302.52346   -30539.051    161.41593   -30377.635 -1.0658141e-13 -1.4921397e-13 
  778000    324.95441   -30515.864     173.3843    -30342.48 -2.5579538e-13 1.8474111e-13 
  779000     285.5542   -30539.094    152.36173   -30386.732 -1.563194e-13 -2.8421709e-14 
  780000    284.24295   -30536.631    151.66209   -30384.969 1.1368684e-13 1.4210855e-13 
  781000    323.19321   -30530.395    172.44458    -30357.95 -2.2737368e-13 -2.1316282e-14 
  782000    292.28814   -30542.072    155.95472   -30386.117 9.2370556e-14 -1.2789769e-13 
  783000    296.99908   -30536.204    158.46831   -30377.735 1.4210855e-13 -1.8474111e-13 
  784000     313.2095   -30522.762    167.11763   -30355.644 -5.6843419e-14 -1.4210855e-13 
  785000    293.08303   -30552.276    156.37885   -30395.897 8.5265128e-14 -5.6843419e-14 
  786000    266.50693   -30517.113    142.19877   -30374.914 1.4210855e-14 -3.5527137e-14 
  787000    318.61078   -30545.846    169.99956   -30375.847 1.6342483e-13 -4.2632564e-14 
  788000    260.79152   -30534.222    139.14923   -30395.073 1.563194e-13            0 
  789000    281.61333   -30540.586    150.25902   -30390.327 1.8474111e-13 5.6843419e-14 
  790000    294.38872    -30529.15    157.07551   -30372.075 -1.4210855e-13 -6.3948846e-14 
  791000    327.20452   -30525.616    174.58488   -30351.031 -2.1316282e-13            0 
  792000    311.01077   -30522.061    165.94446   -30356.116 -1.1368684e-13 -1.4921397e-13 
  793000    288.67214   -30532.508    154.02535   -30378.483 -1.1368684e-13 7.8159701e-14 
  794000    291.68646   -30529.092    155.63369   -30373.459 1.1368684e-13 -9.9475983e-14 
  795000    304.83866   -30531.729    162.65124   -30369.077 1.563194e-13 -2.8421709e-14 
  796000     291.1439   -30543.228    155.34419   -30387.883 -3.3217873e-13 -6.3948846e-14 
  797000     277.6802   -30534.902    148.16044   -30386.741 -8.5265128e-14 -5.6843419e-14 
  798000    311.69241   -30542.951    166.30816   -30376.642 -3.2684966e-13 1.4210855e-14 
  799000    291.50318    -30542.15    155.53589   -30386.614 1.2789769e-13 6.3948846e-14 
  800000    317.44753   -30538.743    169.37889   -30369.364 -2.2737368e-13 8.5265128e-14 
  801000    267.24246   -30533.881    142.59122    -30391.29 1.4210855e-13 9.9475983e-14 
  802000    257.72699   -30521.368     137.5141   -30383.854 -1.7053026e-13 -5.6843419e-14 
  803000    306.12737   -30535.321    163.33885   -30371.983 1.9184654e-13 -9.9475983e-14 
  804000    297.64321    -30530.57      158.812   -30371.758 -1.8474111e-13 1.9895197e-13 
  805000     296.0002   -30531.025    157.93535    -30373.09 8.5265128e-14 -8.5265128e-14 
  806000    289.60922   -30533.843    154.52534   -30379.318 -1.4921397e-13 -7.1054274e-14 
  807000    285.60939   -30547.198    152.39118   -30394.807 -1.4210855e-14 -1.7053026e-13 
  808000    272.61932   -30535.898    145.46013   -30390.438 -5.6843419e-14 -5.6843419e-14 
  809000     320.4417   -30544.488    170.97648   -30373.512 -2.8421709e-14 -1.4210855e-13 
  810000    287.71385   -30543.887    153.51404   -30390.373 2.8421709e-14 -1.4210855e-14 
  811000    279.17853   -30524.933    148.95989   -30375.973 -1.4210855e-14 -2.7000624e-13 
  812000    353.43052   -30543.678    188.57816     -30355.1 2.8421709e-14 4.2632564e-14 
  813000    297.70421   -30549.551    158.84455   -30390.707 9.9475983e-14 -9.2370556e-14 
  814000    338.69653   -30534.699    180.71661   -30353.982 -1.7053026e-13 -8.5265128e-14 
  815000    312.76584   -30543.421     166.8809    -30376.54 2.1316282e-14 -6.3948846e-14 
  816000    286.93452    -30541.08    153.09821   -30387.982 1.9895197e-13            0 
  817000    297.96362   -30551.292    158.98296   -30392.309 -1.4210855e-14 2.5579538e-13 
  818000    307.72298   -30532.435    164.19021   -30368.245 2.8421709e-14 9.9475983e-14 
  819000     274.3584   -30531.636    146.38804   -30385.248 -6.3948846e-14 7.1054274e-14 
  820000    286.41866   -30537.542    152.82297   -30384.719 2.2737368e-13 -1.4210855e-14 
  821000    300.37665   -30531.474    160.27047   -30371.204 -5.6843419e-14 -2.8421709e-14 
  822000    304.52013   -30537.961    162.48128    -30375.48 -1.4210855e-13 8.1712415e-14 
  823000    335.01286   -30542.525    178.75114   -30363.774 -2.8421709e-14 -1.9895197e-13 
  824000    287.26165   -30552.221    153.27276   -30398.949 -6.3948846e-14 -2.4158453e-13 
  825000    262.03974   -30523.552    139.81523   -30383.737 -1.7053026e-13 -5.6843419e-14 
  826000    299.54746   -30536.817    159.82804   -30376.989 2.1316282e-14 1.9895197e-13 
  827000    321.36066   -30530.811     171.4668   -30359.345 1.4210855e-13 9.9475983e-14 
  828000    297.01387   -30540.262    158.47621   -30381.786 -1.1013412e-13 1.2789769e-13 
  829000     334.8052    -30540.71    178.64034   -30362.069 8.5265128e-14 8.5265128e-14 
  830000    297.92137    -30535.51    158.96041    -30376.55 -7.1054274e-14 8.5265128e-14 
  831000    284.92617   -30537.083    152.02663   -30385.056 -9.9475983e-14 -1.1368684e-13 
  832000    295.03802   -30538.487    157.42196   -30381.065 1.9895197e-13 -5.6843419e-14 
  833000     298.0071   -30550.915    159.00616   -30391.909 -1.4921397e-13 9.9475983e-14 
  834000    271.28109   -30521.283    144.74609   -30376.537 -7.1054274e-14 1.1368684e-13 
  835000    322.82526   -30553.158    172.24826   -30380.909 3.126388e-13 -5.6843419e-14 
  836000    302.55782   -30553.304    161.43426   -30391.869 -2.8421709e-13 -1.1368684e-13 
  837000    287.65475   -30536.219    153.48251   -30382.737            0 1.4210855e-14 
  838000     325.8463   -30530.578    173.86018   -30356.718 -2.7000624e-13 1.9895197e-13 
  839000    284.26588   -30541.673    151.67432   -30389.999 2.4158453e-13 -5.6843419e-14 
